username_length,num_followers,num_following,num_posts,account_age_days,bio_length,profile_pic,fake
10,572,9957,66,1808,147,1,0
5,9524,4162,155,375,122,0,1
14,4753,303,834,677,111,1,0
10,7082,5067,205,2740,129,0,1
5,4002,5024,785,2677,67,1,0
10,5629,7715,154,1290,90,1,0
14,8417,9632,690,3450,59,0,1
12,4200,8340,508,3622,131,0,1
6,1997,2631,571,556,123,0,0
6,8963,6391,73,863,95,0,0
8,7422,8287,48,2122,144,0,1
7,4524,2369,782,2486,128,0,1
8,8625,528,466,881,32,1,0
11,3407,4675,584,2274,29,1,0
5,6731,1663,707,1843,4,0,0
10,7795,3364,910,2356,117,1,0
7,9057,2341,178,966,139,0,1
14,2793,6656,47,2396,159,0,1
11,7334,4905,71,476,37,1,0
14,2911,8884,112,1339,16,0,1
6,7952,9143,756,525,185,1,0
6,2415,5950,896,1449,108,0,1
8,250,1360,902,2572,39,1,0
5,4951,5127,820,562,151,0,1
7,8098,5562,158,3321,139,1,0
13,5289,8730,785,569,110,1,0
11,8102,9011,779,1206,127,0,1
11,7257,5777,815,106,94,0,1
8,5565,3925,29,2239,146,1,0
6,6437,8463,96,1161,28,0,0
8,9110,8001,250,700,179,0,0
10,1173,1028,518,1144,144,0,1
7,8624,6018,91,2879,72,0,1
5,835,1242,112,72,20,0,0
12,2262,9333,258,755,59,0,1
9,9089,8784,106,3203,97,1,0
9,4567,7119,574,2505,74,1,0
8,3815,9797,389,905,118,0,1
10,246,4210,990,2527,147,1,0
7,2429,6406,357,52,112,0,0
13,9182,3377,782,1004,180,1,0
9,9118,4071,198,2622,113,0,0
7,5287,1440,426,3191,102,0,1
5,2607,3626,477,1288,79,0,1
14,9266,184,858,1263,62,1,0
10,5930,4996,848,3423,56,0,1
6,4022,8412,502,2941,28,0,1
7,4784,8031,657,2303,128,1,0
5,6617,5563,917,685,123,1,0
13,3151,3188,572,3381,58,0,1
12,5580,9285,119,1773,191,1,0
6,7054,2945,572,1631,85,1,0
12,7706,6765,308,3567,199,0,1
13,7619,2474,537,2105,70,0,0
5,4573,6787,626,950,88,0,1
9,3491,8792,474,3475,97,0,1
12,706,9352,551,3139,43,1,0
6,6997,4599,343,3118,175,0,1
8,5233,6274,627,2654,115,0,0
11,8945,4313,135,1674,74,0,1
7,5755,2218,276,2417,142,1,0
9,6960,1152,988,2280,162,0,1
12,8779,56,810,1426,22,0,0
14,1334,9396,532,2956,180,0,1
7,5588,143,898,1585,44,1,0
8,1847,7218,30,1047,91,0,1
13,6851,8559,246,2622,12,0,1
11,7211,9674,410,1291,33,0,1
5,7865,6361,26,2889,165,0,1
8,3317,615,72,2166,69,1,0
8,6811,8062,952,1624,107,1,0
13,164,5977,96,3127,195,0,0
10,7060,9780,672,1177,132,1,0
13,3057,6984,345,3311,125,1,0
10,4428,8890,475,3337,167,0,0
10,402,4971,299,2316,197,0,1
9,8605,5781,298,2161,20,1,0
9,8236,944,286,2214,155,0,0
6,6349,9114,884,2716,130,0,0
12,4157,7078,448,1032,22,0,1
12,867,1746,211,2762,199,0,1
5,8210,5783,75,3289,18,1,0
12,364,9751,400,431,49,0,0
9,7467,6907,654,1316,185,1,0
6,6571,9275,33,893,19,0,1
6,579,8625,497,1074,115,0,0
10,7674,2926,847,107,91,1,0
13,8737,1089,515,3081,92,1,0
5,6468,2957,327,745,199,1,0
10,4150,2612,97,2748,82,1,0
13,3039,6047,365,1480,52,0,1
12,4137,6249,728,2371,122,0,1
10,452,3759,462,2357,84,1,0
7,6537,7718,27,2898,81,0,0
12,1381,4263,712,622,8,0,1
13,8154,1902,385,995,3,0,0
5,1467,2567,272,145,168,1,0
13,2738,8075,825,2788,24,1,0
10,7572,2994,126,821,33,1,0
10,9408,5229,201,412,72,1,0
8,6747,2010,520,114,136,1,0
5,880,7377,286,2623,81,1,0
14,3149,830,449,2447,140,1,0
12,8276,48,87,3347,136,0,0
6,7892,4210,317,124,3,0,0
5,4144,1178,18,86,161,1,0
6,1168,5768,592,47,6,0,0
5,3129,7878,106,1900,14,0,1
5,3645,70,457,2992,37,1,0
13,2526,7686,310,3273,90,0,0
5,3516,7879,411,3348,51,0,1
8,3367,5455,741,1573,80,1,0
14,7338,8258,623,1739,99,1,0
10,3555,5612,731,3202,6,0,0
11,5111,5769,634,3520,106,1,0
6,6752,1777,497,2006,44,1,0
10,445,7380,243,804,58,0,0
11,6364,2228,689,2437,121,1,0
14,3626,9981,576,2624,20,0,1
14,4016,8804,379,3335,155,1,0
6,3875,9814,514,1990,2,0,1
6,5497,8888,206,2680,141,1,0
14,6238,6746,947,3350,1,0,1
11,261,6391,393,2762,28,1,0
5,4992,9429,20,1070,145,0,0
12,4025,2406,804,1192,36,1,0
7,8283,8440,526,3517,172,0,1
10,4222,637,342,2670,44,1,0
13,4175,8090,717,46,151,0,0
10,9174,949,974,2772,119,0,0
13,3443,3587,201,540,45,1,0
11,5011,1111,119,87,139,1,0
13,693,8367,648,2851,52,0,1
6,8347,722,811,1409,44,1,0
12,1812,3842,806,265,31,0,0
12,5724,3674,388,3094,17,0,1
6,1407,4866,536,703,12,0,0
8,8032,702,823,1474,131,0,1
11,9408,2128,233,2280,22,0,1
8,1410,9118,632,186,61,0,1
8,3497,4233,601,326,53,1,0
10,4372,2517,319,1207,182,0,0
14,7394,1149,711,397,68,0,0
10,551,1878,981,1505,167,0,0
14,9368,9445,179,1427,13,0,1
7,4332,9675,856,3535,97,0,0
13,997,309,367,1441,27,1,0
14,4076,3952,75,3274,199,1,0
6,6099,7728,648,1089,94,0,0
10,5555,3049,649,956,70,0,1
11,4052,5766,495,555,66,0,0
13,5303,9756,521,2781,156,1,0
7,8118,9692,200,1041,99,1,0
14,6102,6412,829,2845,60,0,1
7,5490,4865,345,3255,102,1,0
11,8564,15,482,2439,195,0,0
8,5616,605,218,44,136,0,1
12,2248,9573,59,901,118,1,0
11,848,4908,990,1724,16,1,0
9,6354,8006,658,482,48,1,0
11,8695,9086,618,2037,190,1,0
7,8070,9759,549,1287,77,1,0
6,8894,6412,645,1198,45,0,0
10,3625,8605,910,1465,92,1,0
6,314,4120,220,566,120,0,0
7,2376,8507,814,2268,12,1,0
10,9232,4666,940,3630,44,0,0
9,4378,4820,501,3466,180,1,0
12,8449,7835,132,772,16,1,0
13,574,1849,845,1219,46,0,0
7,9744,1953,52,2457,61,1,0
14,5585,8580,449,471,177,0,1
7,5492,2769,61,1371,42,1,0
7,8949,3046,22,3534,67,0,0
10,2810,7594,43,3133,123,0,0
5,8134,6840,819,2214,108,1,0
11,9296,5066,557,672,199,1,0
5,5670,2415,658,1175,27,1,0
9,7715,2389,727,111,172,1,0
14,6567,5924,851,3560,168,1,0
12,3459,8495,46,2597,93,0,1
8,6117,763,858,1027,117,1,0
9,3992,7541,819,3555,163,1,0
8,7837,815,23,3085,90,0,0
8,203,6255,656,3234,83,0,0
12,2775,877,88,344,32,1,0
6,1992,7173,173,1473,24,0,1
5,2243,7073,575,2380,18,1,0
7,8498,4798,118,2312,174,0,1
13,1687,6989,734,2131,105,0,0
8,4109,5039,667,777,32,0,0
14,1860,9771,177,2972,66,1,0
9,5176,6324,831,2382,141,0,1
6,722,9395,923,1404,160,1,0
8,8971,2823,341,3291,41,1,0
6,8720,5287,567,658,192,1,0
6,4893,3285,58,1834,94,0,0
8,343,7433,900,1833,46,1,0
10,5398,6174,437,454,34,0,0
11,8400,4826,427,2721,116,0,0
14,4736,3664,425,741,159,1,0
7,3406,497,967,1770,182,1,0
7,9503,7641,380,3161,181,1,0
14,919,4643,485,2381,75,1,0
10,5819,5056,731,2358,178,1,0
7,2044,131,184,2775,186,0,1
6,418,5443,558,1444,199,0,1
12,1749,857,459,1749,141,1,0
9,7378,8712,888,2402,145,1,0
5,1099,8221,920,824,127,1,0
7,3392,6147,101,3172,54,0,1
14,2772,4604,555,145,97,0,1
12,6784,9452,14,3082,183,1,0
8,1545,1558,747,2007,107,1,0
11,1070,15,872,1068,48,0,0
14,6522,3605,50,1787,187,0,1
6,1850,1607,308,1410,112,1,0
11,5053,5935,33,1763,180,1,0
9,2939,2016,635,910,198,0,0
9,7194,3574,588,761,133,0,1
10,5851,7274,903,2543,69,0,0
13,6673,9935,634,1517,85,0,0
10,678,3791,204,3241,135,0,1
12,988,6406,739,2690,142,1,0
11,9799,1088,69,531,153,1,0
13,1502,1361,229,1360,38,0,0
8,1789,4473,479,2028,130,0,1
6,5281,5294,532,2561,184,0,1
11,5027,7106,107,2178,9,0,1
10,1425,7319,875,1008,2,1,0
5,6654,8667,240,3611,45,1,0
13,2440,9481,250,1538,149,1,0
13,6856,8520,134,1274,66,1,0
6,7367,1186,89,2782,192,0,1
7,9470,3414,590,947,96,0,1
9,2594,5486,439,1162,18,1,0
9,4689,3536,688,1299,61,0,0
5,2436,1773,297,1002,97,1,0
12,5517,5415,406,2512,56,0,0
12,9219,2558,307,2189,94,0,0
8,6310,5907,101,1968,106,1,0
11,3539,5079,360,3328,87,0,0
14,3483,9454,846,882,140,0,1
7,7371,6724,623,1848,143,0,0
10,2241,5420,692,2504,143,1,0
14,6378,3291,615,1976,114,0,0
14,2765,9210,527,2482,118,0,1
13,9365,9981,607,1631,51,0,0
5,4911,3524,292,173,40,1,0
9,403,3504,145,473,47,0,0
8,3382,8998,403,1447,90,0,0
12,4163,5989,813,3068,38,1,0
5,7630,2666,1,2965,12,0,1
13,87,8596,118,2487,131,0,0
10,9350,7140,854,3064,95,0,0
8,5816,8785,605,3129,108,1,0
13,5470,6895,190,498,103,0,1
9,6276,4107,2,2217,97,0,1
9,5739,3280,941,989,42,1,0
9,4273,2212,486,1606,87,1,0
5,9573,8078,622,2609,92,0,0
5,6523,9734,176,2476,173,0,0
12,5003,7601,256,419,125,0,1
12,8038,613,872,1371,108,1,0
10,6606,868,533,3589,46,0,1
8,2064,811,476,2503,91,1,0
6,5315,4862,397,714,180,0,1
6,317,4177,495,2250,152,1,0
13,1502,1744,219,179,40,1,0
9,6130,2256,980,2105,2,1,0
8,7419,7612,172,1930,120,0,1
14,2042,8713,735,946,76,1,0
5,4598,7196,389,2019,94,1,0
11,118,5423,501,2549,12,0,1
7,709,5089,576,739,104,1,0
10,3557,6608,788,1957,17,1,0
9,3250,9717,760,112,36,0,0
9,8061,1469,259,3220,170,1,0
9,8609,2675,130,715,161,0,0
5,2603,1513,112,1402,54,0,0
5,1101,4876,797,2925,51,0,1
7,4421,1451,798,1939,35,1,0
14,7857,4654,929,3420,181,0,1
8,8177,3007,722,1382,186,1,0
9,6082,3124,19,3128,113,1,0
6,6658,1753,214,813,51,1,0
12,2261,1612,309,3388,18,1,0
6,8021,3275,250,3012,139,0,1
13,508,8747,487,1209,91,0,0
6,2379,2049,381,3126,138,1,0
13,8879,824,408,37,47,1,0
11,4752,3030,270,1829,100,0,0
12,9484,1081,933,3061,98,0,1
6,5495,5299,406,3342,143,0,1
11,3209,492,691,2911,198,1,0
10,7398,4764,193,2780,46,0,0
8,6743,7202,440,3580,66,0,0
11,5648,8266,312,1252,30,0,1
8,5171,3360,78,3500,75,1,0
6,7890,8562,179,810,7,0,1
14,324,4682,674,3073,188,0,1
11,3557,328,713,23,43,0,1
12,3587,9982,13,1527,177,1,0
6,151,8968,858,3520,34,1,0
9,954,4674,245,796,188,0,1
5,4354,4316,13,496,182,1,0
11,7160,9379,98,900,193,1,0
12,9383,9695,32,425,13,0,0
10,687,5803,435,2748,109,1,0
9,8501,3325,256,2066,3,0,1
10,9694,8379,33,1983,144,1,0
6,3127,1214,18,1469,111,1,0
5,6763,7556,663,3633,68,0,0
11,3395,9301,259,3631,151,0,1
11,9005,8722,675,2675,48,0,0
14,845,9262,588,3111,54,1,0
14,1164,3136,825,1234,198,1,0
6,5904,9154,415,1798,150,1,0
6,9959,6618,136,2259,80,1,0
5,5360,5265,358,565,139,0,1
14,354,7089,719,3020,138,0,1
12,1872,7965,753,1305,114,0,1
12,2024,9597,578,1857,74,0,1
5,2817,8708,115,133,97,0,0
12,3832,6569,403,449,126,1,0
13,8257,1491,201,2312,110,1,0
8,2581,5213,375,1831,100,0,0
5,9582,4228,249,2159,113,1,0
5,9322,7508,445,3627,28,1,0
7,2486,4409,953,850,61,1,0
9,9026,590,277,1262,52,0,1
9,8418,7379,111,1481,116,1,0
13,2443,9735,962,901,175,0,0
14,8919,3056,842,759,90,1,0
6,1036,2206,472,1540,105,1,0
6,8684,2708,745,1900,85,0,0
10,7435,5981,687,2909,127,0,1
13,1548,5722,391,2945,193,0,1
5,9335,747,968,862,99,0,1
13,5065,8992,142,1848,175,1,0
13,6496,6553,31,3245,93,0,0
13,6183,1497,180,2241,186,0,0
9,3957,1379,578,515,198,1,0
13,3407,8871,515,2838,184,1,0
8,639,7360,797,968,75,1,0
6,172,3770,268,1592,2,0,1
10,5666,3342,235,3481,80,0,0
8,4354,9088,276,84,104,1,0
10,3959,1546,552,798,31,1,0
7,8708,3126,632,2128,7,1,0
10,8714,5889,274,1602,86,0,1
6,2886,6208,742,3281,29,1,0
6,2164,8875,815,522,142,0,0
13,3945,1295,85,1223,73,0,0
11,5235,1385,62,1595,182,1,0
7,7746,942,403,234,122,0,0
5,2590,3280,191,1843,120,0,1
12,7754,1033,292,2292,37,0,0
10,4934,2786,30,1417,142,0,0
11,4076,2233,329,1590,157,0,1
13,5185,1620,657,1470,173,0,1
9,1093,3535,106,2897,191,1,0
5,3880,3205,870,393,153,0,1
14,6559,2882,621,9,114,1,1
11,2785,170,275,613,108,0,0
9,6065,8140,721,1944,77,1,0
7,6539,9745,650,2855,194,1,0
13,1574,3897,597,715,35,1,0
5,5676,9787,555,1928,89,0,0
5,8060,9815,81,3225,158,0,0
5,3990,4122,63,110,39,0,1
7,5210,5109,889,834,73,0,1
10,4845,9283,929,266,45,0,0
14,9285,2837,854,1397,106,0,1
7,1189,8599,832,3224,169,1,0
12,2689,5228,566,2032,145,0,0
14,4095,4169,585,976,99,0,1
6,1875,6721,884,1619,163,0,0
13,7768,679,128,955,177,1,0
7,3406,7429,255,3487,60,1,0
9,9979,5487,933,2955,167,1,0
14,3932,236,230,1670,2,1,0
12,9799,6804,496,1350,81,0,1
6,8240,2423,136,2720,6,0,0
10,5408,1032,862,1575,30,1,0
9,3861,6339,454,2224,64,1,0
14,7406,2940,912,2573,94,0,1
13,2833,5409,354,3387,63,1,0
9,5285,3132,623,3139,76,1,0
6,9589,7080,484,3000,2,1,0
9,7645,4942,819,3625,92,1,0
8,9023,6961,145,3256,34,0,1
11,4777,7730,958,1059,14,1,0
10,2735,633,32,1958,20,0,0
6,8273,6822,259,2553,61,1,0
9,8278,4103,86,849,82,1,0
11,6368,9584,842,963,155,0,0
11,821,6487,947,1826,3,0,0
9,7525,3446,264,3148,140,1,0
13,162,5738,831,2520,178,1,0
8,7777,3098,541,2571,175,1,0
7,1932,8097,391,2928,166,0,1
8,3535,5476,231,3355,66,1,0
9,5956,8253,900,3608,93,1,0
10,3446,5181,587,2322,57,0,1
7,2790,1817,446,3611,129,1,0
6,2707,8824,128,2102,24,1,0
8,7959,4887,270,3127,10,1,0
9,3933,2598,88,888,0,0,1
8,3385,9492,465,745,47,1,0
7,6636,2653,933,2325,112,1,0
12,922,1454,169,3515,175,1,0
14,8089,1138,127,2931,137,1,0
8,9774,5807,173,1442,80,0,0
6,564,3192,948,2680,29,1,0
6,3258,6116,25,1249,162,1,0
5,2500,3759,572,2618,113,1,0
8,4566,3029,510,3327,18,1,0
14,9179,9552,487,176,109,0,1
13,6881,5095,890,566,180,1,0
11,3636,63,578,3218,33,1,0
14,6030,1345,949,2819,31,0,0
11,223,974,405,1688,75,1,0
11,6297,4161,25,1409,125,0,1
12,350,5962,82,262,133,1,0
5,7314,9814,363,531,140,0,0
14,1928,8649,366,1878,85,0,0
14,7743,6596,59,1395,74,1,0
12,8540,3330,550,1707,191,0,0
8,4732,1740,634,2939,134,0,1
8,1017,6055,291,1221,44,1,0
8,2226,6321,788,948,172,1,0
10,7206,1954,936,585,64,1,0
11,7170,279,885,2863,93,1,0
10,6207,2391,815,1621,18,1,0
5,2419,9232,793,3356,118,1,0
12,6240,6439,190,2350,46,1,0
14,1893,961,460,1156,45,1,0
11,5322,6827,803,3192,28,1,0
10,7718,1217,663,1752,99,0,0
10,6878,8566,895,3208,188,0,0
9,1125,6007,232,2676,64,0,1
10,3117,4130,473,2621,150,0,0
13,4161,1392,404,2577,127,0,1
14,4042,2076,657,2082,50,0,1
13,4433,8966,270,532,190,0,0
14,8638,4316,846,1232,21,1,0
12,2658,6196,133,1994,109,0,0
14,3483,4589,170,1698,70,0,1
13,2944,8142,414,3371,32,0,0
14,7210,6260,27,1546,126,0,1
12,7653,8471,135,3166,108,0,1
12,8787,7897,924,1438,99,1,0
5,1986,4841,404,371,43,0,0
14,1074,7161,976,409,6,0,1
9,4305,9666,887,1407,127,1,0
8,3007,1059,504,3513,90,0,0
6,969,1922,240,1902,129,1,0
12,8772,6101,855,1471,16,1,0
7,2824,4592,953,617,64,1,0
8,1211,6349,443,71,185,0,1
11,229,2473,433,84,109,0,1
14,4284,8108,227,2257,29,1,0
13,3185,8096,508,259,91,0,1
6,501,6748,798,3311,153,0,1
7,48,4549,302,1326,162,1,0
8,3566,594,33,3304,190,1,0
14,3055,5452,1,932,74,0,1
5,8880,506,361,2330,198,1,0
11,386,4889,194,394,155,1,0
6,969,7637,605,2466,152,0,1
9,9197,8212,839,3278,188,0,1
5,5820,1399,307,3336,104,1,0
7,3052,3201,646,1335,30,0,0
6,7397,7854,715,2907,181,0,0
5,2302,6763,249,1930,194,0,0
11,2283,7962,146,1721,96,0,0
9,9799,5190,345,626,50,0,1
5,4366,5681,347,3151,57,0,0
10,122,3678,253,1893,33,1,0
9,6799,336,398,3414,186,1,0
7,9472,1667,333,1837,20,1,0
11,3727,909,175,562,183,1,0
14,8450,8467,124,2880,36,1,0
13,9139,9083,762,3167,63,0,0
13,4958,8204,397,1794,146,0,1
13,524,5122,130,941,123,1,0
6,9079,8153,561,3423,100,0,1
7,8399,973,604,2110,118,1,0
11,148,4270,891,1166,84,0,1
9,8001,1408,821,1866,77,1,0
6,437,2288,901,2782,180,0,1
7,3749,8738,944,1892,198,1,0
14,8186,1218,406,3183,190,0,0
10,4453,1420,731,1640,103,1,0
11,5336,9646,845,1551,189,0,0
13,4551,3377,333,782,71,0,1
5,2823,7501,19,1695,102,1,0
11,5728,4098,204,3229,76,1,0
12,8677,2738,602,2587,109,1,0
7,8391,7619,955,597,18,1,0
8,1982,1842,354,2057,129,1,0
14,6996,8938,172,2324,133,1,0
10,9663,2816,188,2275,156,1,0
14,2311,9063,823,2234,168,1,0
11,7225,494,1,2639,178,0,1
8,9713,6560,872,3288,132,0,0
12,604,5510,940,2481,168,0,1
9,8175,3444,167,2617,61,0,1
5,5785,9267,367,2704,157,1,0
8,9609,7543,535,356,102,0,0
7,4597,7562,924,2891,189,0,0
13,7759,3994,962,2041,99,1,0
12,7532,7253,876,392,154,0,0
5,8740,45,579,579,177,1,0
10,838,2057,369,3347,51,0,0
13,3815,663,705,3566,48,0,0
11,847,4668,595,1641,189,1,0
8,4709,2029,949,3523,99,1,0
5,4507,5717,436,2468,187,0,0
6,6575,2696,206,2009,125,0,1
9,4773,8831,48,1724,117,0,1
9,4468,2663,543,164,53,1,0
12,5192,2745,828,2827,118,1,0
10,3320,5004,681,3635,132,1,0
12,4698,6321,128,638,136,1,0
6,4311,5125,446,3255,161,1,0
7,3673,4948,613,3382,97,1,0
10,1564,4402,34,2065,35,0,1
14,1840,3427,818,2494,147,1,0
7,6058,5912,198,170,80,1,0
10,7131,394,812,3352,84,0,1
10,726,3597,76,340,82,0,0
6,9436,329,368,726,62,1,0
11,6697,772,832,3591,66,1,0
6,9257,8135,525,1934,157,1,0
10,282,1645,348,1035,196,1,0
5,1081,9924,505,3596,197,0,1
7,3885,1787,642,1646,2,0,0
6,2881,9815,237,133,176,0,1
11,2970,999,279,2949,41,1,0
8,9344,1848,576,2688,23,0,1
12,6985,1561,431,3220,43,1,0
10,947,773,137,3638,128,0,1
14,4760,7311,268,823,114,1,0
8,9909,5179,739,954,181,1,0
9,66,1803,200,2127,179,0,1
13,8828,9290,141,346,35,0,0
11,8505,2050,611,609,37,1,0
14,564,9790,649,3321,171,0,0
13,9793,747,679,639,81,1,0
11,9017,8125,918,3614,174,1,0
5,3670,5860,610,1048,28,0,0
12,9217,3973,822,1495,178,0,1
8,2251,9745,830,1225,40,1,0
7,804,1615,838,2179,191,1,0
11,4631,3754,937,2404,87,1,0
7,9583,5506,354,2992,47,1,0
12,1235,4221,577,150,113,1,0
10,6720,5291,846,1550,21,1,0
9,6906,5854,328,1328,98,0,0
8,6016,216,558,1565,16,0,0
12,3549,1359,848,50,85,0,0
12,7938,3774,893,2512,132,1,0
5,4141,5417,230,3312,60,1,0
13,6966,4927,307,1506,88,0,1
9,9546,4429,657,2503,133,0,0
8,5335,4606,718,3355,180,0,1
10,5077,4478,145,335,80,1,0
10,5611,1896,151,1376,94,1,0
6,8089,7366,790,668,144,1,0
12,2892,4427,139,1673,58,0,0
11,5577,5361,662,2375,166,0,1
5,3618,9091,20,1016,53,0,0
9,1559,641,253,336,125,1,0
10,6683,5346,63,666,175,0,0
8,1507,4729,217,3043,164,0,0
6,2063,3627,71,81,47,1,0
8,3642,6594,989,2135,67,1,0
5,2000,8387,161,1800,106,0,1
11,1294,3275,129,258,77,1,0
6,4065,4050,580,991,76,0,0
6,8014,4553,926,185,26,1,0
13,9945,4925,224,1716,87,1,0
9,1603,2304,757,2746,154,1,0
6,1322,3343,579,123,71,1,0
13,5956,2056,453,3168,190,1,0
13,2441,2808,982,605,179,1,0
5,1098,7092,914,2563,46,0,0
7,5073,9416,383,904,102,0,0
8,9697,7226,106,3515,20,0,1
11,9318,886,620,1538,114,1,0
14,8488,8584,839,1982,56,1,0
8,3787,9867,102,1395,104,0,1
6,2096,7720,140,2353,94,0,0
11,2208,2446,576,3429,169,0,1
10,5988,3905,133,3220,109,1,0
7,175,6474,198,1309,175,0,1
10,7169,3591,879,2705,26,0,1
10,6014,2181,509,1866,127,0,1
9,1667,5011,666,1942,199,0,0
8,8867,5030,78,2310,160,1,0
14,1823,354,947,1598,75,0,1
5,5147,2631,893,491,34,0,1
14,1356,1521,481,2786,97,1,0
10,3072,2672,511,1055,143,1,0
6,3259,2337,249,702,35,1,0
7,6199,6968,888,2935,65,1,0
12,546,628,598,1292,55,1,0
14,5231,7162,815,2060,144,0,1
10,7965,2679,752,1215,147,0,0
7,2083,5266,599,1424,93,0,1
11,2040,4422,974,1561,105,1,0
8,4534,9630,482,1942,83,0,0
13,1752,7463,835,2139,135,1,0
9,9807,9613,171,600,145,1,0
7,1849,1126,868,3573,17,0,1
6,2642,1780,16,1810,145,1,0
6,1600,9723,734,2349,124,0,0
7,4402,9424,293,1135,1,1,0
6,3799,6571,393,80,75,0,0
8,618,8584,821,836,199,1,0
6,1132,825,497,652,178,1,0
14,5491,7276,218,2481,137,1,0
13,5795,2395,233,417,141,0,0
6,7633,4145,389,3286,25,1,0
13,1487,7059,247,1471,46,0,1
10,7848,5492,901,2066,29,1,0
5,5009,7111,51,1078,55,0,1
8,9749,9984,14,1904,118,1,0
5,2113,6792,323,746,169,0,0
10,1044,9555,440,2003,131,1,0
8,2431,3551,111,240,138,1,0
7,7979,7711,695,2894,151,1,0
7,1582,3628,871,1945,194,0,0
13,1308,1565,6,2466,164,1,0
10,4917,3667,562,856,129,1,0
13,8793,6459,825,3558,139,1,0
9,1620,4096,752,3516,20,0,1
6,7503,1019,244,3638,196,1,0
12,4766,7928,447,2647,198,0,1
9,5362,9476,364,1797,191,0,0
6,5192,8254,366,1772,67,1,0
8,6622,5965,921,3195,125,1,0
13,6093,2269,697,420,42,0,1
8,6704,8835,286,3638,181,0,1
8,100,4721,961,2264,99,1,0
6,6657,8408,603,3492,122,0,0
10,5875,195,105,709,189,0,0
6,4271,3273,12,2599,92,1,0
11,237,5110,145,3014,139,1,0
7,7226,7401,477,3300,128,0,0
7,8032,3212,630,3309,199,0,1
9,5218,2755,714,1668,160,1,0
7,4025,1521,652,1354,191,0,1
6,6073,5674,114,2036,115,0,1
14,2542,1080,508,2881,114,1,0
13,1537,5623,151,3541,195,0,0
6,754,721,56,680,141,0,1
6,7396,1562,381,487,118,0,1
12,7823,639,156,3621,92,0,0
13,5507,4260,951,623,141,1,0
11,4235,5190,821,1439,8,0,0
7,540,3736,132,219,72,0,0
13,5510,7746,162,2769,25,1,0
7,8461,89,274,2429,176,0,1
9,7926,1251,694,2135,105,0,0
13,5131,9294,76,1485,144,1,0
7,8697,4703,836,2863,67,0,1
11,1129,348,43,2459,187,0,1
5,3145,4052,717,691,109,0,0
8,8553,2941,549,2030,130,0,0
8,3720,8437,317,1013,24,0,1
11,9648,271,533,2573,20,0,1
12,4067,2030,584,447,139,0,0
5,4195,7836,752,2348,53,1,0
9,9873,9657,935,2456,0,1,0
11,9244,9387,153,375,127,1,0
8,7281,7041,236,2281,0,0,0
8,2509,5175,892,1923,172,1,0
8,5016,9806,516,638,173,1,0
10,6533,1126,220,1771,175,1,0
11,4727,4379,309,2698,134,1,0
6,681,8708,597,3009,9,0,0
9,3932,9493,176,3121,142,0,1
8,5560,8052,770,2234,39,0,0
7,4016,611,219,3277,138,1,0
11,7339,749,37,2126,183,0,1
10,719,1856,653,1505,173,1,0
11,74,8591,430,3458,44,0,1
9,9485,1526,909,194,86,0,1
10,4157,6229,746,3175,140,1,0
9,8511,8511,202,1400,26,1,0
11,2149,8527,840,2335,49,0,0
6,9644,2098,805,1506,60,0,1
9,9747,7865,447,1747,12,0,0
10,6713,173,494,250,139,1,0
10,4207,9833,683,1225,156,1,0
9,7141,500,124,536,84,1,0
14,8652,3646,837,3533,83,1,0
11,9078,6219,64,2348,19,0,1
14,3936,2363,792,3550,30,1,0
12,9307,7540,783,1107,7,1,0
11,1075,1896,243,2857,23,1,0
9,3876,5759,526,458,166,0,1
5,4615,9910,225,2739,32,0,0
9,7265,1778,464,3370,41,1,0
14,6379,3057,642,1388,142,1,0
6,9118,5190,706,2766,195,0,1
9,4652,6997,292,40,192,0,0
9,6792,4747,720,3412,159,1,0
6,9247,9286,950,1540,138,0,0
9,7456,45,380,2156,93,1,0
8,4674,7758,624,3388,36,0,0
5,541,9637,755,3186,146,1,0
7,2161,7053,165,3239,178,1,0
5,2251,3201,702,261,33,1,0
9,9244,455,768,1642,198,1,0
8,4569,9854,838,1248,187,0,0
11,2744,2924,217,3334,52,0,0
9,6041,7798,870,3323,139,1,0
14,4675,965,274,2574,189,0,0
8,1560,4964,51,2758,95,1,0
6,1164,1528,373,126,193,0,1
8,5419,2976,669,1230,104,1,0
6,2722,3071,362,3212,47,0,1
12,470,4869,566,3134,39,0,0
7,9608,6387,13,1307,151,0,0
13,1468,2521,780,2102,177,0,1
8,7925,6525,339,2394,195,1,0
10,808,1126,601,3596,87,1,0
14,8363,6632,538,136,42,0,1
9,6719,5773,88,2378,16,0,1
14,5073,7716,904,3216,101,0,0
5,8012,3404,40,1460,182,0,1
13,1645,4492,303,3354,161,1,0
5,8249,2343,267,136,110,0,1
12,1129,106,137,3561,69,0,1
13,1353,3154,5,813,59,0,0
13,767,4053,241,852,178,0,0
5,3895,4801,161,1745,76,0,1
6,8874,6139,691,1939,34,0,0
5,3454,5580,808,3473,161,0,0
14,7329,214,978,871,15,0,0
6,1790,5400,517,2940,145,1,0
14,9669,6875,897,1473,37,0,1
12,885,4289,782,635,170,0,1
9,7734,4253,400,1652,31,0,0
11,3906,8656,783,669,6,0,1
6,4492,6247,155,1294,45,1,0
12,9730,6177,84,3089,188,0,1
10,2073,7269,711,269,17,1,0
12,312,2372,9,861,70,1,0
